0.0	0.0	0.0
0.0	3.0	0.0
0.0	0.0	3.0
0.0	3.0	3.0
3.0	0.0	0.0
3.0	0.0	3.0
3.0	3.0	0.0
6.0	0.0	0.0
6.0	0.0	3.0
6.0	3.0	0.0
9.0	0.0	0.0
9.0	0.0	3.0
9.0	3.0	0.0
12.0	0.0	0.0
12.0	0.0	3.0
12.0	3.0	0.0
15.0	0.0	0.0
15.0	0.0	3.0
15.0	3.0	0.0
18.0	0.0	0.0
18.0	0.0	3.0
18.0	3.0	0.0
21.0	0.0	0.0
21.0	0.0	3.0
21.0	3.0	0.0
24.0	0.0	0.0
24.0	0.0	3.0
24.0	3.0	0.0
27.0	0.0	0.0
27.0	0.0	3.0
27.0	3.0	0.0
30.0	0.0	0.0
30.0	0.0	3.0
30.0	3.0	0.0
33.0	0.0	0.0
33.0	0.0	3.0
33.0	3.0	0.0
36.0	0.0	0.0
36.0	0.0	3.0
36.0	3.0	0.0
39.0	0.0	0.0
39.0	0.0	3.0
39.0	3.0	0.0
42.0	0.0	0.0
42.0	0.0	3.0
42.0	3.0	0.0
45.0	0.0	0.0
45.0	0.0	3.0
45.0	3.0	0.0
48.0	0.0	0.0
48.0	0.0	3.0
48.0	3.0	0.0
51.0	0.0	0.0
51.0	0.0	3.0
51.0	3.0	0.0
54.0	0.0	0.0
54.0	0.0	3.0
54.0	3.0	0.0
57.0	0.0	0.0
57.0	0.0	3.0
57.0	3.0	0.0
60.0	0.0	0.0
60.0	0.0	3.0
60.0	3.0	0.0
63.0	0.0	0.0
63.0	0.0	3.0
63.0	3.0	0.0
66.0	0.0	0.0
66.0	0.0	3.0
66.0	3.0	0.0
69.0	0.0	0.0
69.0	0.0	3.0
69.0	3.0	0.0
72.0	0.0	0.0
72.0	0.0	3.0
72.0	3.0	0.0
75.0	0.0	0.0
75.0	0.0	3.0
75.0	3.0	0.0
78.0	0.0	0.0
78.0	0.0	3.0
78.0	3.0	0.0
81.0	0.0	0.0
81.0	0.0	3.0
81.0	3.0	0.0
84.0	0.0	0.0
84.0	0.0	3.0
84.0	3.0	0.0
87.0	0.0	0.0
87.0	0.0	3.0
87.0	3.0	0.0
90.0	0.0	0.0
90.0	0.0	3.0
90.0	3.0	0.0
93.0	0.0	0.0
93.0	0.0	3.0
93.0	3.0	0.0
96.0	0.0	0.0
96.0	0.0	3.0
96.0	3.0	0.0
99.0	0.0	0.0
99.0	0.0	3.0
99.0	3.0	0.0
102.0	0.0	0.0
102.0	0.0	3.0
102.0	3.0	0.0
105.0	0.0	0.0
105.0	0.0	3.0
105.0	3.0	0.0
108.0	0.0	0.0
108.0	0.0	3.0
108.0	3.0	0.0
111.0	0.0	0.0
111.0	0.0	3.0
111.0	3.0	0.0
114.0	0.0	0.0
114.0	0.0	3.0
114.0	3.0	0.0
117.0	0.0	0.0
117.0	0.0	3.0
117.0	3.0	0.0
120.0	0.0	0.0
120.0	0.0	3.0
120.0	3.0	0.0
